antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str
"frozenset({'Risk_High', 'Salary_High'})",frozenset({'Growth_Dec'}),0.10246666666666666,0.49546666666666667,0.05096666666666667,0.4973975276512687,1.0038970552703217,1.0,0.00019784888888889351,1.0038417259978425,0.004325106423744038,0.09318057163751602,0.0038270236217006716,0.3001317562906505,"Risk_High, Salary_High",Growth_Dec
"frozenset({'Growth_Dec', 'AI_High'})",frozenset({'Risk_High'}),0.16643333333333332,0.40023333333333333,0.0668,0.4013619066693371,1.0028197884634058,1.0,0.00018783222222222562,1.0018852347496374,0.0033732870165615715,0.13363563616964524,0.001881687327300194,0.28413227339796493,"AI_High, Growth_Dec",Risk_High
frozenset({'Associate Degree'}),frozenset({'Risk_High'}),0.2001,0.40023333333333333,0.0803,0.40129935032483754,1.0026634887769739,1.0,0.00021330999999999434,1.001780550918197,0.0033209319284461356,0.1544131786423947,0.001777386191581529,0.300966157214555,Associate Degree,Risk_High
"frozenset({'Risk_High', 'AI_High'})",frozenset({'Growth_Dec'}),0.13453333333333334,0.49546666666666667,0.0668,0.4965312190287413,1.0021485852302368,1.0,0.00014321777777777378,1.0021144356955378,0.0024772516283100956,0.11860795454545453,0.0021099742905813517,0.3156768043475246,"AI_High, Risk_High",Growth_Dec
frozenset({'Risk_High'}),frozenset({'Exp_Senior'}),0.40023333333333333,0.4803,0.1925,0.4809694344965437,1.001393784086079,1.0,0.00026792999999999956,1.0012897785622594,0.0023206427319137778,0.2797829562521196,0.001288117176339656,0.4408803033402977,Risk_High,Exp_Senior
frozenset({'Exp_Senior'}),frozenset({'Risk_High'}),0.4803,0.40023333333333333,0.1925,0.40079117218405164,1.001393784086079,1.0,0.00026792999999999956,1.000930958999305,0.002678168473819806,0.2797829562521196,0.0009300931207441332,0.4408803033402977,Exp_Senior,Risk_High
"frozenset({'Growth_Dec', 'Remote_Med'})",frozenset({'Risk_High'}),0.12493333333333333,0.40023333333333333,0.05006666666666667,0.40074706510138747,1.0012835806647475,1.0,6.418222222222963e-05,1.000857287028792,0.0014649571813742648,0.10538132323019715,0.0008565527172580518,0.26292038022288494,"Growth_Dec, Remote_Med",Risk_High
frozenset({'Risk_High'}),frozenset({'Growth_Dec'}),0.40023333333333333,0.49546666666666667,0.19843333333333332,0.4957941200966103,1.0006608990109196,1.0,0.0001310577777777766,1.000649443893844,0.0011011990972579725,0.28458743665742425,0.0006490223902159366,0.44814598362204033,Risk_High,Growth_Dec
frozenset({'Growth_Dec'}),frozenset({'Risk_High'}),0.49546666666666667,0.40023333333333333,0.19843333333333332,0.4004978471474704,1.0006608990109196,1.0,0.0001310577777777766,1.0004412224591328,0.0013090562471566268,0.28458743665742425,0.0004410278677325471,0.44814598362204033,Growth_Dec,Risk_High
"frozenset({'Risk_High', 'Remote_High'})",frozenset({'Growth_Inc'}),0.09993333333333333,0.5045333333333333,0.05043333333333333,0.5046697798532355,1.0002704410410324,1.0,1.3635555555557843e-05,1.000275465768799,0.0003003865518664442,0.09102942061247819,0.00027538990830635587,0.30231506963063465,"Remote_High, Risk_High",Growth_Inc
"frozenset({'Salary_VHigh', 'Risk_High'})",frozenset({'Growth_Inc'}),0.10006666666666666,0.5045333333333333,0.0505,0.5046635576282479,1.0002581084069395,1.0,1.3031111111123928e-05,1.0002629006949117,0.0002867343553381789,0.09113878361306625,0.000262831596302351,0.30237802617141785,"Risk_High, Salary_VHigh",Growth_Inc
"frozenset({'Growth_Dec', 'Risk_High'})",frozenset({'AI_Moderate'}),0.19843333333333332,0.3347333333333333,0.06643333333333333,0.3347891819250798,1.0001668450261296,1.0,1.1082222222222327e-05,1.0000839562289563,0.00020811393543139112,0.14233680902728182,8.394918089957103e-05,0.26662781143654907,"Growth_Dec, Risk_High",AI_Moderate
"frozenset({'Remote_Med', 'Risk_High'})",frozenset({'Growth_Inc'}),0.10106666666666667,0.5045333333333333,0.051,0.5046174142480211,1.000166650861564,1.0,8.497777777782822e-06,1.000169729249889,0.00018535645247925257,0.09195816804904437,0.00016970044675957723,0.3028504618808816,"Remote_Med, Risk_High",Growth_Inc
"frozenset({'Remote_Med', 'Risk_High'})",frozenset({'Growth_Dec'}),0.10106666666666667,0.49546666666666667,0.05006666666666667,0.4953825857519789,0.9998302995532405,1.0,-8.497777777775883e-06,0.999833376906318,-0.000188776189240584,0.09161888495791144,-0.00016665086156399914,0.2982160506800799,"Remote_Med, Risk_High",Growth_Dec
frozenset({'Salary_Low'}),frozenset({'Risk_High'}),0.246,0.40023333333333333,0.09843333333333333,0.4001355013550135,0.999755562642659,1.0,-2.4066666666669456e-05,0.9998369098712446,-0.0003241616246514067,0.17968845077278814,-0.00016311673148414392,0.3230376848825538,Salary_Low,Risk_High
frozenset({'Diversity_Med'}),frozenset({'Risk_High'}),0.25316666666666665,0.40023333333333333,0.10126666666666667,0.4,0.9994170067460648,1.0,-5.9072222222206205e-05,0.9996111111111111,-0.0007804660497266254,0.18340980439507365,-0.00038904018229307116,0.3265095361039394,Diversity_Med,Risk_High
frozenset({'Risk_High'}),frozenset({'Growth_Inc'}),0.40023333333333333,0.5045333333333333,0.2018,0.5042058799033897,0.9993509776097842,1.0,-0.00013105777777774885,0.9993395374881014,-0.001081656342028975,0.28706908815022053,-0.0006608990109194529,0.4520897264210395,Risk_High,Growth_Inc
frozenset({'Growth_Inc'}),frozenset({'Risk_High'}),0.5045333333333333,0.40023333333333333,0.2018,0.3999735729386893,0.9993509776097842,1.0,-0.00013105777777774885,0.9995670850767087,-0.0013090562471563495,0.28706908815022053,-0.0004331024197922038,0.4520897264210395,Growth_Inc,Risk_High
frozenset({'Diversity_VHigh'}),frozenset({'Risk_High'}),0.2484,0.40023333333333333,0.0993,0.3997584541062802,0.9988134940608316,1.0,-0.00011796000000000029,0.9992088531187123,-0.0015780213570662648,0.1807645631067961,-0.000791773290256996,0.32393186301549537,Diversity_VHigh,Risk_High
"frozenset({'Risk_High', 'AI_High'})",frozenset({'Growth_Inc'}),0.13453333333333334,0.5045333333333333,0.06773333333333334,0.5034687809712587,0.9978900257094188,1.0,-0.0001432177777777599,0.997856021290752,-0.002437162001086375,0.11855309218203035,-0.0021485852302366567,0.3188591262150162,"AI_High, Risk_High",Growth_Inc
frozenset({'Salary_High'}),frozenset({'Risk_High'}),0.25676666666666664,0.40023333333333333,0.10246666666666666,0.3990652992340647,0.997081617141829,1.0,-0.00029991222222221225,0.9980563044574062,-0.00392264893966857,0.1847799951911517,-0.0019474808524458957,0.3275413112310908,Salary_High,Risk_High
frozenset({'Exp_Junior'}),frozenset({'Risk_High'}),0.13863333333333333,0.40023333333333333,0.0553,0.39889396489540757,0.9966535310120952,1.0,-0.00018568111111110647,0.9977718266666666,-0.0038829776901596925,0.11435858551044326,-0.002233149176778345,0.2685316830390255,Exp_Junior,Risk_High
"frozenset({'Diversity_Med', 'Growth_Inc'})",frozenset({'Risk_High'}),0.12866666666666668,0.40023333333333333,0.0513,0.3987046632124352,0.9961805527086746,1.0,-0.00019668888888889347,0.9974577050122072,-0.004380980476398936,0.10741206030150753,-0.002548774725001058,0.26343994716380903,"Diversity_Med, Growth_Inc",Risk_High
"frozenset({'Risk_High', 'Salary_High'})",frozenset({'Growth_Inc'}),0.10246666666666666,0.5045333333333333,0.0515,0.5026024723487312,0.9961729763782994,1.0,-0.00019784888888888658,0.9961180728144757,-0.004262072661177285,0.0927092709270927,-0.0038970552703216734,0.30233849833081383,"Risk_High, Salary_High",Growth_Inc
frozenset({'Diversity_High'}),frozenset({'Risk_High'}),0.24963333333333335,0.40023333333333333,0.0994,0.3981840032047002,0.9948796615425174,1.0,-0.0005115811111111174,0.9965947563050069,-0.006812177712907916,0.18057405837471238,-0.0034168790006665704,0.3232695646905487,Diversity_High,Risk_High
frozenset({'Remote_VHigh'}),frozenset({'Risk_High'}),0.2507,0.40023333333333333,0.0998,0.3980853609892302,0.9946331997732077,1.0,-0.0005384966666666519,0.9964314336204994,-0.007149580641639139,0.1810814080077416,-0.003581346652759072,0.3237199520861867,Remote_VHigh,Risk_High
frozenset({'High School'}),frozenset({'Risk_High'}),0.19666666666666666,0.40023333333333333,0.07823333333333334,0.3977966101694916,0.9939117435733112,1.0,-0.0004792222222222142,0.9959536541889485,-0.007567463241744618,0.15083547557840618,-0.004062785245109344,0.2966329598694547,High School,Risk_High
"frozenset({'Risk_High', 'Growth_Inc'})",frozenset({'Exp_Senior'}),0.2018,0.4803,0.0963,0.477205153617443,0.9935564306005475,1.0,-0.0006245400000000068,0.9940801895734598,-0.008059495787908906,0.16439057698873333,-0.005955063272189774,0.3388524206563167,"Growth_Inc, Risk_High",Exp_Senior
"frozenset({'Risk_High', 'Exp_Senior'})",frozenset({'Growth_Inc'}),0.1925,0.5045333333333333,0.0963,0.5002597402597402,0.9915296120370116,1.0,-0.000822666666666666,0.9914483714483714,-0.010468505936783876,0.1603040727999112,-0.008625389680287464,0.3455645952884325,"Exp_Senior, Risk_High",Growth_Inc
frozenset({'Manufacturing'}),frozenset({'Risk_High'}),0.1285,0.40023333333333333,0.05096666666666667,0.39662775616083007,0.9909913121366621,1.0,-0.00046331666666666466,0.9940242906276869,-0.0103232787912862,0.10667689946277821,-0.0060116331448395385,0.2619850698851956,Manufacturing,Risk_High
"frozenset({'Growth_Dec', 'Risk_High'})",frozenset({'AI_Low'}),0.19843333333333332,0.33176666666666665,0.0652,0.3285738283218545,0.9903762533563383,1.0,-0.0006335655555555486,0.9952446918522224,-0.011977635406322762,0.14021505376344084,-0.004778029148718743,0.2625487447647653,"Growth_Dec, Risk_High",AI_Low
"frozenset({'Growth_Inc', 'Remote_VHigh'})",frozenset({'Risk_High'}),0.12813333333333332,0.40023333333333333,0.05076666666666667,0.3962018730489074,0.9899272250743085,1.0,-0.0005165644444444367,0.9933231653023122,-0.011536036678059573,0.10629536571747628,-0.006721714474116457,0.26152227407754775,"Growth_Inc, Remote_VHigh",Risk_High
"frozenset({'Risk_High', 'AI_Moderate'})",frozenset({'Growth_Dec'}),0.13546666666666668,0.49546666666666667,0.06643333333333333,0.4904035433070865,0.9897811019384146,1.0,-0.0006858844444444512,0.9900644455174632,-0.01180123539642631,0.11768526719811041,-0.010035260358575873,0.3122429449581719,"AI_Moderate, Risk_High",Growth_Dec
"frozenset({'Growth_Inc', 'Exp_Senior'})",frozenset({'Risk_High'}),0.2431,0.40023333333333333,0.0963,0.39613327848621965,0.9897558386430074,1.0,-0.000996723333333338,0.9932103315168029,-0.013489980852534623,0.17604046066662607,-0.006836083221998016,0.31837146143016737,"Exp_Senior, Growth_Inc",Risk_High
"frozenset({'Risk_High', 'AI_Low'})",frozenset({'Growth_Inc'}),0.13023333333333334,0.5045333333333333,0.06503333333333333,0.4993601228564115,0.9897465437164605,1.0,-0.0006737244444444401,0.9896668029993183,-0.011770672302438525,0.11414696934238243,-0.010441086807565452,0.31412905719987594,"AI_Low, Risk_High",Growth_Inc
"frozenset({'Growth_Dec', 'AI_Low'})",frozenset({'Risk_High'}),0.16483333333333333,0.40023333333333333,0.0652,0.39555106167846305,0.988301145194794,1.0,-0.0007717944444444458,0.9922536522805842,-0.013975539712079137,0.13043478260869565,-0.007806822077814069,0.2792280168890358,"AI_Low, Growth_Dec",Risk_High
frozenset({'Salary_Med'}),frozenset({'Risk_High'}),0.2513666666666667,0.40023333333333333,0.09926666666666667,0.3949078371568757,0.9866940213797178,1.0,-0.0013386522222222225,0.9911988677039959,-0.017694637866178718,0.17972238986119493,-0.008879280014101503,0.3214649121655121,Salary_Med,Risk_High
"frozenset({'Growth_Inc', 'Salary_High'})",frozenset({'Risk_High'}),0.1306,0.40023333333333333,0.0515,0.394333843797856,0.9852598745678088,1.0,-0.0007704733333333338,0.9902595027391488,-0.01691690748081807,0.10744089012517385,-0.009836307789936046,0.26150439170820594,"Growth_Inc, Salary_High",Risk_High
"frozenset({'Risk_High', 'AI_Low'})",frozenset({'Exp_Senior'}),0.13023333333333334,0.4803,0.061566666666666665,0.4727412336831328,0.9842624061693375,1.0,-0.000984403333333335,0.9856640291262136,-0.018051503702118707,0.11215010018823242,-0.014544480117119863,0.30046250385662643,"AI_Low, Risk_High",Exp_Senior
frozenset({'Bachelor’s Degree'}),frozenset({'Risk_High'}),0.20486666666666667,0.40023333333333333,0.0805,0.3929384965831435,0.9817735402260602,1.0,-0.0014944688888888918,0.9879833646028768,-0.02281537765905913,0.15345024780785363,-0.012162791224681531,0.29703558459539453,Bachelor’s Degree,Risk_High
frozenset({'AI_Low'}),frozenset({'Risk_High'}),0.33176666666666665,0.40023333333333333,0.13023333333333334,0.39254496131819555,0.980790275634702,1.0,-0.002550745555555539,0.9873433068695556,-0.028475451907917646,0.21641832382429513,-0.012818938501313475,0.3589692408823009,AI_Low,Risk_High
frozenset({'Risk_High'}),frozenset({'AI_Low'}),0.40023333333333333,0.33176666666666665,0.13023333333333334,0.3253935204464063,0.980790275634702,1.0,-0.002550745555555539,0.9905527942386831,-0.031623285909330286,0.21641832382429513,-0.009537306659740154,0.3589692408823009,Risk_High,AI_Low
frozenset({'Exp_Entry'}),frozenset({'Risk_High'}),0.1424,0.40023333333333333,0.055766666666666666,0.3916198501872659,0.978478846141249,1.0,-0.0012265600000000015,0.9858419392073874,-0.02500527330965965,0.11454196905381352,-0.014361390228534563,0.2654776189388899,Exp_Entry,Risk_High
frozenset({'Remote_Low'}),frozenset({'Risk_High'}),0.2542,0.40023333333333333,0.09943333333333333,0.3911618148439549,0.9773344253617595,1.0,-0.002305979999999999,0.9851002799913848,-0.03015797370139109,0.17915915915915917,-0.015125079457642018,0.31980011288545707,Remote_Low,Risk_High
"frozenset({'Growth_Inc', 'AI_Low'})",frozenset({'Risk_High'}),0.16693333333333332,0.40023333333333333,0.06503333333333333,0.389576677316294,0.9733738918538202,1.0,-0.0017789511111111073,0.9825421873296261,-0.03179193322505782,0.1295140732873075,-0.017768003140731434,0.27603261283154584,"AI_Low, Growth_Inc",Risk_High
"frozenset({'Risk_High', 'Growth_Inc'})",frozenset({'AI_Low'}),0.2018,0.33176666666666665,0.06503333333333333,0.3222662702345557,0.9713642225496504,1.0,-0.0019171800000000044,0.9859821106507434,-0.03561758222486012,0.13880193511667616,-0.014217184265143384,0.25914378517253756,"Growth_Inc, Risk_High",AI_Low
"frozenset({'Exp_Senior', 'AI_Low'})",frozenset({'Risk_High'}),0.15893333333333334,0.40023333333333333,0.061566666666666665,0.3873741610738255,0.9678708113779266,1.0,-0.00204375111111111,0.9790097455209403,-0.03796999682925538,0.12372722400857447,-0.02144029165704635,0.27060054768107866,"AI_Low, Exp_Senior",Risk_High
"frozenset({'Risk_High', 'Exp_Senior'})",frozenset({'AI_Low'}),0.1925,0.33176666666666665,0.061566666666666665,0.3198268398268398,0.964011372933306,1.0,-0.002298416666666671,0.9824459012219959,-0.04418884840794546,0.13305957784021324,-0.01786775104478505,0.25269951455825057,"Exp_Senior, Risk_High",AI_Low
